latitude,longitude,name,country,placeID,Rcuisine,location,cuisine
22.1416471,-100.9927118,Cafe Chaires,Mexico,132572,Cafeteria,,
22.1449787,-101.0056829,tacos los volcanes,mexico,132958,American,,
23.7527071,-99.1625655,Little Cesarz,Mexico,132733,Pizzeria,,
22.1511348,-100.9823115,cafe punta del cielo,?,132922,Cafeteria,,
23.7324226,-99.1586602,tacos de la estacion,?,132715,Mexican,,
22.147145,-100.974494,Restaurant Orizatlan,Mexico,135027,Mexican,,
18.8820871,-99.1630268,Restaurant Familiar El Chino,?,132767,Vietnamese,,
22.145893,-100.97487,Restaurant de Mariscos de Picon,Mexico,135039,Seafood,,
22.153324,-101.0195459,La Estrella de Dimas,Mexico,132755,Mexican,,
22.185756,-100.944518,pizza clasica,Mexico,135043,"Fast_Food, Pizzeria",,
22.135011,-101.0286,Restaurante de Mariscos la Langosta,Mexico,135049,Seafood,,
22.147175,-100.974269,Restaurante Bar El Gallinero,Mexico,135073,"Bar, Bar_Pub_Brewery",,
23.7523041,-99.1669133,puesto de gorditas,mexico,132560,Regional,,
18.916654,-99.22711,Log Yin,?,134976,"Mexican, Mediterranean, Burgers",,
22.139573,-100.991564,Mariscos El Pescador,Mexico,135075,Seafood,,
22.150305,-100.9891337,crudalia,?,132921,Bar,,
23.7521677,-99.165709,tacos de barbacoa enfrente del Tec,?,132594,Mexican,,
18.928798,-99.239513,Restaurant Las Mananitas,Mexico,134986,International,,
18.9101777,-99.2315438,Mikasa,Mexico,132766,Japanese,,
18.8760113,-99.2198896,Cafeteria cenidet,Mexico,135088,Cafeteria,,
22.165587,-101.001273,Restaurante Tiberius,Mexico,135058,Pizzeria,,
22.1477379,-100.9906163,Cabana Huasteca,Mexico,132754,Mexican,,
23.7523648,-99.1652879,Gorditas Dona Tota,?,132584,Mexican,,
22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Mexico,135032,"Cafeteria, Contemporary",,
22.146658,-100.987219,La Virreina,Mexico,135028,Mexican,,
22.150802,-100.98268,Tortas Locas Hipocampo,Mexico,135085,Fast_Food,,
23.7525107,-99.1669536,tacos abi,mexico,132663,Mexican,,
23.7375834,-99.1351318,la perica hamburguesa,?,132626,Italian,,
18.9222904,-99.234332,McDonalds Centro,Mexico,132583,American,,
22.1412198,-100.9313107,Chaires,Mexico,132866,"Bakery, Cafeteria",,
22.149192,-101.002936,Sushi Itto,Mexico,135072,Japanese,,
18.9217848,-99.2353499,Paniroles,?,135109,Italian,,
18.875011,-99.159422,Restaurant Bar Coty y Pablo,Mexico,135019,Bar,,
22.124452439879533,17.42277867049799,,,135110,,"{'lat': 22.124452439879533, 'lon': 17.42277867049799}","['Spanish', 'Bakery']"
69.28723786748768,156.45470147079158,,,135111,,"{'lat': 69.28723786748768, 'lon': 156.45470147079158}","['Cafeteria', 'Seafood']"
59.60840604938474,49.24295146714951,,,135112,,"{'lat': 59.60840604938474, 'lon': 49.24295146714951}","['Cafeteria', 'Fast_Food', 'Spanish']"
-10.157567468078376,-64.36050395691512,,,135113,,"{'lat': -10.157567468078376, 'lon': -64.36050395691512}",['Japanese']
-7.945334918264706,16.613977222125214,,,135114,,"{'lat': -7.945334918264706, 'lon': 16.613977222125214}","['Bakery', 'Mexican']"
22.815558819482987,-1.850556215086641,,,135115,,"{'lat': 22.815558819482987, 'lon': -1.850556215086641}",['Fast_Food']
48.13323419787022,11.599146141963814,,,135116,,"{'lat': 48.13323419787022, 'lon': 11.599146141963814}","['Bar', 'Japanese', 'Italian']"
13.918563619179551,-2.363564210444167,,,135117,,"{'lat': 13.918563619179551, 'lon': -2.363564210444167}",['Bar']
50.33554397547924,-89.27736338684295,,,135118,,"{'lat': 50.33554397547924, 'lon': -89.27736338684295}","['Italian', 'Cafeteria']"
45.25612885615064,-110.26542412867997,,,135119,,"{'lat': 45.25612885615064, 'lon': -110.26542412867997}","['Cafeteria', 'Italian']"
57.157874162569755,134.07381703618313,,,135120,,"{'lat': 57.157874162569755, 'lon': 134.07381703618313}",['Spanish']
7.907501307069609,122.9901130309076,,,135121,,"{'lat': 7.907501307069609, 'lon': 122.9901130309076}","['Bar', 'Japanese']"
38.17033041903484,-82.14599127774207,,,135122,,"{'lat': 38.17033041903484, 'lon': -82.14599127774207}",['Bakery']
35.39721058035079,-80.03013487231367,,,135123,,"{'lat': 35.39721058035079, 'lon': -80.03013487231367}","['Mexican', 'Bar', 'Italian']"
4.557162325106063,25.62987151969773,,,135124,,"{'lat': 4.557162325106063, 'lon': 25.62987151969773}","['Mexican', 'French']"
-12.735711382506082,17.357942084828636,,,135125,,"{'lat': -12.735711382506082, 'lon': 17.357942084828636}","['Fast_Food', 'Spanish']"
35.91126430270212,-113.13381892433145,,,135126,,"{'lat': 35.91126430270212, 'lon': -113.13381892433145}","['Italian', 'Fast_Food', 'Cafeteria']"
62.08942830959991,109.03404128645013,,,135127,,"{'lat': 62.08942830959991, 'lon': 109.03404128645013}",['French']
67.22073920555363,97.20666214853827,,,135128,,"{'lat': 67.22073920555363, 'lon': 97.20666214853827}","['Cafeteria', 'Spanish']"
10.290829289099975,44.925034856065594,,,135129,,"{'lat': 10.290829289099975, 'lon': 44.925034856065594}",['Bakery']
55.273148186948035,155.49123511166738,,,135130,,"{'lat': 55.273148186948035, 'lon': 155.49123511166738}","['Fast_Food', 'Bar']"
6.856418751818296,20.01247579235917,,,135131,,"{'lat': 6.856418751818296, 'lon': 20.01247579235917}","['Bar', 'Spanish']"
81.48024571819343,-57.751694799384154,,,135132,,"{'lat': 81.48024571819343, 'lon': -57.751694799384154}","['Bakery', 'Spanish', 'Mexican']"
1.1858155579740384,-75.66617635990833,,,135133,,"{'lat': 1.1858155579740384, 'lon': -75.66617635990833}","['Japanese', 'Bar']"
43.52644179596673,-116.17440459164408,,,135134,,"{'lat': 43.52644179596673, 'lon': -116.17440459164408}",['French']
62.212031616410556,47.33104212026407,,,135135,,"{'lat': 62.212031616410556, 'lon': 47.33104212026407}","['Italian', 'Fast_Food']"
52.87915137304395,75.23920403021691,,,135136,,"{'lat': 52.87915137304395, 'lon': 75.23920403021691}","['Mexican', 'Italian']"
49.59242663333268,84.36678040584712,,,135137,,"{'lat': 49.59242663333268, 'lon': 84.36678040584712}",['Mexican']
71.89522458776057,146.15101719710566,,,135138,,"{'lat': 71.89522458776057, 'lon': 146.15101719710566}",['Japanese']
49.88711921394702,58.05514733116323,,,135139,,"{'lat': 49.88711921394702, 'lon': 58.05514733116323}",['Japanese']
34.38923005558867,-3.5920625785998936,,,135140,,"{'lat': 34.38923005558867, 'lon': -3.5920625785998936}","['Spanish', 'Fast_Food', 'French']"
11.729628302253133,125.2527475800972,,,135141,,"{'lat': 11.729628302253133, 'lon': 125.2527475800972}",['Fast_Food']
1.2997011283806827,103.95949840653446,,,135142,,"{'lat': 1.2997011283806827, 'lon': 103.95949840653446}","['Italian', 'French', 'Mexican']"
26.171460435027527,-3.7761124006308364,,,135143,,"{'lat': 26.171460435027527, 'lon': -3.7761124006308364}","['Bar', 'Spanish', 'Japanese']"
56.45523453990373,-129.5514309847074,,,135144,,"{'lat': 56.45523453990373, 'lon': -129.5514309847074}","['Cafeteria', 'Japanese']"
52.08057874026676,-87.56651855386329,,,135145,,"{'lat': 52.08057874026676, 'lon': -87.56651855386329}","['French', 'Spanish']"
81.66218720192225,-23.68221711084709,,,135146,,"{'lat': 81.66218720192225, 'lon': -23.68221711084709}","['Bar', 'Italian']"
7.195374750922127,-61.64891257411131,,,135147,,"{'lat': 7.195374750922127, 'lon': -61.64891257411131}","['Bakery', 'Spanish', 'Cafeteria']"
64.10330514370874,-49.262400981178956,,,135148,,"{'lat': 64.10330514370874, 'lon': -49.262400981178956}",['Japanese']
30.805526858356785,35.969785954100274,,,135149,,"{'lat': 30.805526858356785, 'lon': 35.969785954100274}","['Seafood', 'Italian', 'French']"
37.753753316025865,-101.04793684122482,,,135150,,"{'lat': 37.753753316025865, 'lon': -101.04793684122482}","['Bar', 'Bakery', 'Fast_Food']"
22.082643111474724,-12.024602920963758,,,135151,,"{'lat': 22.082643111474724, 'lon': -12.024602920963758}",['Fast_Food']
59.39875533225195,41.407139674075836,,,135152,,"{'lat': 59.39875533225195, 'lon': 41.407139674075836}","['Seafood', 'Italian']"
-16.010181866351928,127.7024541824469,,,135153,,"{'lat': -16.010181866351928, 'lon': 127.7024541824469}",['Bakery']
63.45979599147627,40.655000199906254,,,135154,,"{'lat': 63.45979599147627, 'lon': 40.655000199906254}","['Spanish', 'Mexican']"
-27.199283940838917,149.18003319262834,,,135155,,"{'lat': -27.199283940838917, 'lon': 149.18003319262834}","['Bar', 'Japanese']"
51.4859676946018,95.10624326442667,,,135156,,"{'lat': 51.4859676946018, 'lon': 95.10624326442667}",['Bar']
-32.330712090715075,145.27842343091334,,,135157,,"{'lat': -32.330712090715075, 'lon': 145.27842343091334}",['Bakery']
-24.32713089393662,150.18036494716534,,,135158,,"{'lat': -24.32713089393662, 'lon': 150.18036494716534}","['Seafood', 'Bakery', 'Italian']"
38.57910695428693,-101.56163886000354,,,135159,,"{'lat': 38.57910695428693, 'lon': -101.56163886000354}",['Cafeteria']
17.573233658648675,48.556492087551476,,,135160,,"{'lat': 17.573233658648675, 'lon': 48.556492087551476}",['Spanish']
37.495024432328734,-85.24688402563804,,,135161,,"{'lat': 37.495024432328734, 'lon': -85.24688402563804}","['Japanese', 'French']"
42.74161095508403,-101.99704409712616,,,135162,,"{'lat': 42.74161095508403, 'lon': -101.99704409712616}",['Japanese']
10.15582264616991,14.976588144046104,,,135163,,"{'lat': 10.15582264616991, 'lon': 14.976588144046104}",['Mexican']
14.969276736707712,-0.8919180285539312,,,135164,,"{'lat': 14.969276736707712, 'lon': -0.8919180285539312}","['Italian', 'Japanese']"
-18.71142099936167,138.04628303954212,,,135165,,"{'lat': -18.71142099936167, 'lon': 138.04628303954212}","['Spanish', 'Fast_Food']"
48.93750683656425,-54.866736360152615,,,135166,,"{'lat': 48.93750683656425, 'lon': -54.866736360152615}","['French', 'Cafeteria', 'Italian']"
-29.857532829928438,139.24092817228836,,,135167,,"{'lat': -29.857532829928438, 'lon': 139.24092817228836}",['Seafood']
-11.382071476018083,-38.060623568824525,,,135168,,"{'lat': -11.382071476018083, 'lon': -38.060623568824525}","['Spanish', 'Italian']"
68.21101398628267,75.0483035443983,,,135169,,"{'lat': 68.21101398628267, 'lon': 75.0483035443983}","['Japanese', 'Fast_Food', 'Mexican']"
-9.699244842521978,30.725556223725732,,,135170,,"{'lat': -9.699244842521978, 'lon': 30.725556223725732}","['Mexican', 'Italian']"
26.03143561868903,115.32125131481587,,,135171,,"{'lat': 26.03143561868903, 'lon': 115.32125131481587}","['Japanese', 'Spanish']"
70.07428199067388,-110.15223549646221,,,135172,,"{'lat': 70.07428199067388, 'lon': -110.15223549646221}",['Fast_Food']
63.11849408133489,118.10434314079998,,,135173,,"{'lat': 63.11849408133489, 'lon': 118.10434314079998}","['Bakery', 'Cafeteria']"
57.2132426723569,70.59970822956168,,,135174,,"{'lat': 57.2132426723569, 'lon': 70.59970822956168}","['Bakery', 'Italian']"
-26.467033778479966,26.000440392836936,,,135175,,"{'lat': -26.467033778479966, 'lon': 26.000440392836936}","['Seafood', 'Fast_Food', 'Mexican']"
9.166197920097389,27.518218865495783,,,135176,,"{'lat': 9.166197920097389, 'lon': 27.518218865495783}","['Japanese', 'Cafeteria', 'Fast_Food']"
68.49222324638276,-142.10497967238064,,,135177,,"{'lat': 68.49222324638276, 'lon': -142.10497967238064}",['Fast_Food']
59.49887847211505,163.3363819233707,,,135178,,"{'lat': 59.49887847211505, 'lon': 163.3363819233707}","['Japanese', 'Bakery', 'Mexican']"
-10.078612989509054,21.940672922698923,,,135179,,"{'lat': -10.078612989509054, 'lon': 21.940672922698923}",['Spanish']
9.757289134110593,29.226823362728226,,,135180,,"{'lat': 9.757289134110593, 'lon': 29.226823362728226}","['Japanese', 'Italian']"
64.59137200035255,81.47217908881038,,,135181,,"{'lat': 64.59137200035255, 'lon': 81.47217908881038}","['Mexican', 'Japanese']"
60.68437177913107,-75.64478145163515,,,135182,,"{'lat': 60.68437177913107, 'lon': -75.64478145163515}","['Spanish', 'Fast_Food']"
-5.917425067749107,-41.54618658428146,,,135183,,"{'lat': -5.917425067749107, 'lon': -41.54618658428146}","['Spanish', 'French', 'Fast_Food']"
31.426198814913903,35.75152715807732,,,135184,,"{'lat': 31.426198814913903, 'lon': 35.75152715807732}","['Mexican', 'Bar']"
82.23695439438814,-77.21658647823584,,,135185,,"{'lat': 82.23695439438814, 'lon': -77.21658647823584}","['Seafood', 'Italian']"
30.787136303462972,77.72820609416709,,,135186,,"{'lat': 30.787136303462972, 'lon': 77.72820609416709}","['Fast_Food', 'Italian']"
73.00380759495656,83.34001049354703,,,135187,,"{'lat': 73.00380759495656, 'lon': 83.34001049354703}",['Mexican']
52.49529418512317,116.1036407166655,,,135188,,"{'lat': 52.49529418512317, 'lon': 116.1036407166655}","['Seafood', 'Fast_Food', 'Italian']"
65.79049699466196,26.634760863006107,,,135189,,"{'lat': 65.79049699466196, 'lon': 26.634760863006107}","['Bakery', 'Seafood', 'Cafeteria']"
44.17656348882399,-69.58998686852108,,,135190,,"{'lat': 44.17656348882399, 'lon': -69.58998686852108}",['Spanish']
26.92230559180574,77.28341073608027,,,135191,,"{'lat': 26.92230559180574, 'lon': 77.28341073608027}",['Spanish']
29.788466553144247,-108.8414355122059,,,135192,,"{'lat': 29.788466553144247, 'lon': -108.8414355122059}","['Cafeteria', 'Japanese', 'Seafood']"
43.58238615779277,101.49105443991954,,,135193,,"{'lat': 43.58238615779277, 'lon': 101.49105443991954}",['Bakery']
-31.006756141330044,-52.546616477187015,,,135194,,"{'lat': -31.006756141330044, 'lon': -52.546616477187015}","['Japanese', 'Bar', 'Fast_Food']"
45.01870255879885,118.07234105608865,,,135195,,"{'lat': 45.01870255879885, 'lon': 118.07234105608865}","['Bar', 'Spanish']"
-18.647251058044873,124.03775033747837,,,135196,,"{'lat': -18.647251058044873, 'lon': 124.03775033747837}",['Fast_Food']
41.19034838606646,-104.81416934392361,,,135197,,"{'lat': 41.19034838606646, 'lon': -104.81416934392361}","['Japanese', 'Seafood', 'Mexican']"
52.508259089223884,-9.178558800994665,,,135198,,"{'lat': 52.508259089223884, 'lon': -9.178558800994665}","['Bakery', 'Japanese']"
41.20472199959079,-120.64175701464026,,,135199,,"{'lat': 41.20472199959079, 'lon': -120.64175701464026}","['Italian', 'Cafeteria']"
25.382649698693882,103.30003955478054,,,135200,,"{'lat': 25.382649698693882, 'lon': 103.30003955478054}","['Spanish', 'Mexican', 'Seafood']"
33.92744241569187,5.426156490756739,,,135201,,"{'lat': 33.92744241569187, 'lon': 5.426156490756739}","['Mexican', 'Japanese', 'Seafood']"
-20.780062248056865,-62.80296970739941,,,135202,,"{'lat': -20.780062248056865, 'lon': -62.80296970739941}","['Italian', 'French', 'Bakery']"
60.04660226138499,110.02470285075435,,,135203,,"{'lat': 60.04660226138499, 'lon': 110.02470285075435}","['Cafeteria', 'Spanish']"
28.63363575029068,76.37204706836957,,,135204,,"{'lat': 28.63363575029068, 'lon': 76.37204706836957}","['Japanese', 'French', 'Fast_Food']"
73.85423747042697,-45.72251588253985,,,135205,,"{'lat': 73.85423747042697, 'lon': -45.72251588253985}","['Cafeteria', 'Spanish', 'Fast_Food']"
52.90536364141573,31.856538356275422,,,135206,,"{'lat': 52.90536364141573, 'lon': 31.856538356275422}","['French', 'Fast_Food', 'Bakery']"
2.1483032992101414,-64.00363947556525,,,135207,,"{'lat': 2.1483032992101414, 'lon': -64.00363947556525}",['French']
57.16438144810917,26.955332613592788,,,135208,,"{'lat': 57.16438144810917, 'lon': 26.955332613592788}",['Italian']
-43.75751439534058,-70.35071145578621,,,135209,,"{'lat': -43.75751439534058, 'lon': -70.35071145578621}","['Spanish', 'Bakery', 'Japanese']"
-34.42050376221185,143.36264920743434,,,135210,,"{'lat': -34.42050376221185, 'lon': 143.36264920743434}",['Seafood']
47.94835700485575,28.57511264674835,,,135211,,"{'lat': 47.94835700485575, 'lon': 28.57511264674835}","['Cafeteria', 'Seafood']"
-17.961398497347318,-68.85639760382759,,,135212,,"{'lat': -17.961398497347318, 'lon': -68.85639760382759}",['Fast_Food']
3.5780526731644215,-52.06949964134465,,,135213,,"{'lat': 3.5780526731644215, 'lon': -52.06949964134465}","['French', 'Mexican', 'Fast_Food']"
40.88917442232055,19.76499470708751,,,135214,,"{'lat': 40.88917442232055, 'lon': 19.76499470708751}",['Mexican']
-7.575059565845862,-65.41060565077714,,,135215,,"{'lat': -7.575059565845862, 'lon': -65.41060565077714}","['Mexican', 'Seafood']"
58.335642837204375,53.03356852182836,,,135216,,"{'lat': 58.335642837204375, 'lon': 53.03356852182836}",['Mexican']
36.68980041909681,81.50325795375471,,,135217,,"{'lat': 36.68980041909681, 'lon': 81.50325795375471}","['Bar', 'Mexican']"
27.4175989988573,-104.22585169592585,,,135218,,"{'lat': 27.4175989988573, 'lon': -104.22585169592585}","['Cafeteria', 'Japanese', 'Bakery']"
79.03718867114935,-25.61754669400014,,,135219,,"{'lat': 79.03718867114935, 'lon': -25.61754669400014}","['Spanish', 'Bar']"
53.15195277706822,80.30288473853835,,,135220,,"{'lat': 53.15195277706822, 'lon': 80.30288473853835}","['Fast_Food', 'Bar']"
-2.177698411984906,112.67553866488674,,,135221,,"{'lat': -2.177698411984906, 'lon': 112.67553866488674}","['Cafeteria', 'Seafood', 'Italian']"
13.087172607226222,40.487704940533035,,,135222,,"{'lat': 13.087172607226222, 'lon': 40.487704940533035}",['Spanish']
42.17495049123954,90.39885592560637,,,135223,,"{'lat': 42.17495049123954, 'lon': 90.39885592560637}","['Japanese', 'Fast_Food']"
69.13224783427384,-32.20610295656036,,,135224,,"{'lat': 69.13224783427384, 'lon': -32.20610295656036}","['Italian', 'Fast_Food', 'Bakery']"
52.10724933206046,-95.24065644437522,,,135225,,"{'lat': 52.10724933206046, 'lon': -95.24065644437522}","['Seafood', 'Spanish', 'Fast_Food']"
-17.25110794764737,30.548266117947833,,,135226,,"{'lat': -17.25110794764737, 'lon': 30.548266117947833}",['Mexican']
49.58485138136119,65.07518380580223,,,135227,,"{'lat': 49.58485138136119, 'lon': 65.07518380580223}","['Japanese', 'Cafeteria', 'Mexican']"
11.288242056290102,4.268121693128876,,,135228,,"{'lat': 11.288242056290102, 'lon': 4.268121693128876}","['Fast_Food', 'Italian']"
-26.26121997483741,152.53595782775614,,,135229,,"{'lat': -26.26121997483741, 'lon': 152.53595782775614}","['Cafeteria', 'Fast_Food']"
-17.381574904084268,-53.36069653398147,,,135230,,"{'lat': -17.381574904084268, 'lon': -53.36069653398147}",['French']
19.0731617109507,99.87604318008749,,,135231,,"{'lat': 19.0731617109507, 'lon': 99.87604318008749}",['Spanish']
19.07882919930219,11.013009355989027,,,135232,,"{'lat': 19.07882919930219, 'lon': 11.013009355989027}","['Seafood', 'French']"
58.24829580445021,-156.9588463870507,,,135233,,"{'lat': 58.24829580445021, 'lon': -156.9588463870507}",['Italian']
60.74164702061293,59.12656301117957,,,135234,,"{'lat': 60.74164702061293, 'lon': 59.12656301117957}",['Fast_Food']
82.65292239807167,-22.02622607887818,,,135235,,"{'lat': 82.65292239807167, 'lon': -22.02622607887818}",['Fast_Food']
49.39100394084906,133.4028561472474,,,135236,,"{'lat': 49.39100394084906, 'lon': 133.4028561472474}","['Fast_Food', 'Mexican']"
29.934238657010383,118.316238579963,,,135237,,"{'lat': 29.934238657010383, 'lon': 118.316238579963}","['Cafeteria', 'Seafood']"
48.66244837124522,86.41711571472104,,,135238,,"{'lat': 48.66244837124522, 'lon': 86.41711571472104}","['Cafeteria', 'Italian']"
69.47294720281937,97.60537648560006,,,135239,,"{'lat': 69.47294720281937, 'lon': 97.60537648560006}","['Cafeteria', 'Seafood', 'Fast_Food']"
64.01568651559488,-129.37200305725554,,,135240,,"{'lat': 64.01568651559488, 'lon': -129.37200305725554}","['Spanish', 'Japanese', 'French']"
70.2392488515232,112.13997239619641,,,135241,,"{'lat': 70.2392488515232, 'lon': 112.13997239619641}","['Japanese', 'French']"
62.78917703892489,68.63798861345373,,,135242,,"{'lat': 62.78917703892489, 'lon': 68.63798861345373}",['French']
26.847529203477265,107.95663756977149,,,135243,,"{'lat': 26.847529203477265, 'lon': 107.95663756977149}",['Fast_Food']
48.245742543310755,66.78635795968128,,,135244,,"{'lat': 48.245742543310755, 'lon': 66.78635795968128}","['Cafeteria', 'French']"
37.840569197766115,-82.88537351054592,,,135245,,"{'lat': 37.840569197766115, 'lon': -82.88537351054592}","['French', 'Fast_Food', 'Seafood']"
77.02437227258037,-45.76239266815179,,,135246,,"{'lat': 77.02437227258037, 'lon': -45.76239266815179}","['Cafeteria', 'Japanese']"
-16.566953333608694,135.42725300027485,,,135247,,"{'lat': -16.566953333608694, 'lon': 135.42725300027485}",['Cafeteria']
43.28857015755949,52.96511196059626,,,135248,,"{'lat': 43.28857015755949, 'lon': 52.96511196059626}","['Cafeteria', 'Bar']"
-22.763734537938923,139.74953794608348,,,135249,,"{'lat': -22.763734537938923, 'lon': 139.74953794608348}","['Spanish', 'Seafood']"
55.18062998099998,-162.7079412684468,,,135250,,"{'lat': 55.18062998099998, 'lon': -162.7079412684468}","['Italian', 'Fast_Food']"
36.78524819721281,28.913435348254865,,,135251,,"{'lat': 36.78524819721281, 'lon': 28.913435348254865}",['Japanese']
46.7373431885521,131.10166677590502,,,135252,,"{'lat': 46.7373431885521, 'lon': 131.10166677590502}",['Cafeteria']
7.276538383627624,-0.4125271058604483,,,135253,,"{'lat': 7.276538383627624, 'lon': -0.4125271058604483}","['Spanish', 'Italian']"
8.04509337788842,12.857443689650069,,,135254,,"{'lat': 8.04509337788842, 'lon': 12.857443689650069}","['Italian', 'Seafood', 'Mexican']"
61.61649106648447,120.2709764070724,,,135255,,"{'lat': 61.61649106648447, 'lon': 120.2709764070724}","['Mexican', 'French']"
10.899564340055377,23.094512938621193,,,135256,,"{'lat': 10.899564340055377, 'lon': 23.094512938621193}","['Seafood', 'French']"
66.06538051591367,-68.82558761452876,,,135257,,"{'lat': 66.06538051591367, 'lon': -68.82558761452876}","['Cafeteria', 'French', 'Spanish']"
47.01638966732091,24.58093815255603,,,135258,,"{'lat': 47.01638966732091, 'lon': 24.58093815255603}","['Bakery', 'Japanese']"
48.11890079398252,95.42518403476203,,,135259,,"{'lat': 48.11890079398252, 'lon': 95.42518403476203}","['Spanish', 'Bar']"
16.766563014422132,36.010667223498956,,,135260,,"{'lat': 16.766563014422132, 'lon': 36.010667223498956}","['Italian', 'Spanish']"
79.42114750413583,-64.71398587844352,,,135261,,"{'lat': 79.42114750413583, 'lon': -64.71398587844352}","['Japanese', 'French']"
