latitude,longitude,name,country,placeID,Rcuisine,location,cuisine,h3_index_6,h3_index_9,h3_index_12
23.7324226,-99.1586602,tacos de la estacion,?,132715,Mexican,,,86499b19fffffff,89499b19a27ffff,8c499b19a273bff
22.147145,-100.974494,Restaurant Orizatlan,Mexico,135027,Mexican,,,86499da87ffffff,89499da855bffff,8c499da855b01ff
18.8820871,-99.1630268,Restaurant Familiar El Chino,?,132767,Vietnamese,,,8649b32f7ffffff,8949b32a927ffff,8c49b32a9265bff
22.145893,-100.97487,Restaurant de Mariscos de Picon,Mexico,135039,Seafood,,,86499da87ffffff,89499da8427ffff,8c499da8425e3ff
22.153324,-101.0195459,La Estrella de Dimas,Mexico,132755,Mexican,,,86499daafffffff,89499daa85bffff,8c499daa859d9ff
22.185756,-100.944518,pizza clasica,Mexico,135043,"Fast_Food, Pizzeria",,,86499da9fffffff,89499da9c87ffff,8c499da9c8739ff
22.135011,-101.0286,Restaurante de Mariscos la Langosta,Mexico,135049,Seafood,,,86499daafffffff,89499daac7bffff,8c499daac7a0bff
22.147175,-100.974269,Restaurante Bar El Gallinero,Mexico,135073,"Bar, Bar_Pub_Brewery",,,86499da87ffffff,89499da855bffff,8c499da855b05ff
23.7523041,-99.1669133,puesto de gorditas,mexico,132560,Regional,,,86499b0b7ffffff,89499b0b5d7ffff,8c499b0b5d459ff
18.916654,-99.22711,Log Yin,?,134976,"Mexican, Mediterranean, Burgers",,,8649b32e7ffffff,8949b32e06bffff,8c49b32e06937ff
22.139573,-100.991564,Mariscos El Pescador,Mexico,135075,Seafood,,,86499da87ffffff,89499da8583ffff,8c499da858349ff
22.150305,-100.9891337,crudalia,?,132921,Bar,,,86499da87ffffff,89499da8503ffff,8c499da8500d1ff
23.7521677,-99.165709,tacos de barbacoa enfrente del Tec,?,132594,Mexican,,,86499b0b7ffffff,89499b0b5d7ffff,8c499b0b5d46dff
18.928798,-99.239513,Restaurant Las Mananitas,Mexico,134986,International,,,8649b32e7ffffff,8949b32e3bbffff,8c49b32e3b993ff
18.9101777,-99.2315438,Mikasa,Mexico,132766,Japanese,,,8649b32e7ffffff,8949b32e073ffff,8c49b32e07301ff
18.8760113,-99.2198896,Cafeteria cenidet,Mexico,135088,Cafeteria,,,8649b321fffffff,8949b321977ffff,8c49b32197695ff
22.165587,-101.001273,Restaurante Tiberius,Mexico,135058,Pizzeria,,,86499daafffffff,89499daaa47ffff,8c499daaa4715ff
22.1477379,-100.9906163,Cabana Huasteca,Mexico,132754,Mexican,,,86499da87ffffff,89499da8517ffff,8c499da851733ff
23.7523648,-99.1652879,Gorditas Dona Tota,?,132584,Mexican,,,86499b0b7ffffff,89499b0b5d7ffff,8c499b0b5d55dff
22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Mexico,135032,"Cafeteria, Contemporary",,,86499da87ffffff,89499da854bffff,8c499da8086d9ff
22.146658,-100.987219,La Virreina,Mexico,135028,Mexican,,,86499da87ffffff,89499da8513ffff,8c499da85113bff
22.150802,-100.98268,Tortas Locas Hipocampo,Mexico,135085,Fast_Food,,,86499da87ffffff,89499da850bffff,8c499da850967ff
23.7525107,-99.1669536,tacos abi,mexico,132663,Mexican,,,86499b0b7ffffff,89499b0b5d7ffff,8c499b0b5d45bff
23.7375834,-99.1351318,la perica hamburguesa,?,132626,Italian,,,86499b56fffffff,89499b56937ffff,8c499b5693747ff
18.9222904,-99.234332,McDonalds Centro,Mexico,132583,American,,,8649b32e7ffffff,8949b32e38bffff,8c49b32e38a07ff
22.1412198,-100.9313107,Chaires,Mexico,132866,"Bakery, Cafeteria",,,86499dab7ffffff,89499dab327ffff,8c499dab325ddff
22.149192,-101.002936,Sushi Itto,Mexico,135072,Japanese,,,86499daafffffff,89499daae6bffff,8c499daae6955ff
18.9217848,-99.2353499,Paniroles,?,135109,Italian,,,8649b32e7ffffff,8949b32e383ffff,8c49b32e38161ff
18.875011,-99.159422,Restaurant Bar Coty y Pablo,Mexico,135019,Bar,,,8649b32afffffff,8949b32a9abffff,8c49b32a9a821ff
22.124452439879533,17.42277867049799,,,135110,,"{'lat': 22.124452439879533, 'lon': 17.42277867049799}","['Spanish', 'Bakery']",863e84ccfffffff,893e84cc853ffff,8c3e84cc850adff
69.28723786748768,156.45470147079158,,,135111,,"{'lat': 69.28723786748768, 'lon': 156.45470147079158}","['Cafeteria', 'Seafood']",8604f150fffffff,8904f150c5bffff,8c04f150c58e9ff
59.60840604938474,49.24295146714951,,,135112,,"{'lat': 59.60840604938474, 'lon': 49.24295146714951}","['Cafeteria', 'Fast_Food', 'Spanish']",86101d19fffffff,89101d19cb3ffff,8c101d19cb161ff
-10.157567468078376,-64.36050395691512,,,135113,,"{'lat': -10.157567468078376, 'lon': -64.36050395691512}",['Japanese'],868a21d9fffffff,898a21d996bffff,8c8a21d996909ff
-7.945334918264706,16.613977222125214,,,135114,,"{'lat': -7.945334918264706, 'lon': 16.613977222125214}","['Bakery', 'Mexican']",8683a1457ffffff,8983a145267ffff,8c83a14526edbff
22.815558819482987,-1.850556215086641,,,135115,,"{'lat': 22.815558819482987, 'lon': -1.850556215086641}",['Fast_Food'],86389b52fffffff,89389b52813ffff,8c389b528104bff
48.13323419787022,11.599146141963814,,,135116,,"{'lat': 48.13323419787022, 'lon': 11.599146141963814}","['Bar', 'Japanese', 'Italian']",861f8d7a7ffffff,891f8d7a5dbffff,8c1f8d7a5d8a5ff
13.918563619179553,-2.363564210444167,,,135117,,"{'lat': 13.918563619179551, 'lon': -2.363564210444167}",['Bar'],865986d77ffffff,895986d5493ffff,8c5986d54933dff
50.33554397547924,-89.27736338684295,,,135118,,"{'lat': 50.33554397547924, 'lon': -89.27736338684295}","['Italian', 'Cafeteria']",862729807ffffff,8927298006fffff,8c27298006c33ff
45.25612885615064,-110.26542412867995,,,135119,,"{'lat': 45.25612885615064, 'lon': -110.26542412867997}","['Cafeteria', 'Italian']",862892ce7ffffff,892892ce0c3ffff,8c2892ce0c11dff
57.15787416256976,134.07381703618313,,,135120,,"{'lat': 57.157874162569755, 'lon': 134.07381703618313}",['Spanish'],8614727afffffff,8914727aa83ffff,8c14727aa81a3ff
7.907501307069609,122.9901130309076,,,135121,,"{'lat': 7.907501307069609, 'lon': 122.9901130309076}","['Bar', 'Japanese']",866855567ffffff,8968551925bffff,8c68551925b21ff
38.17033041903484,-82.14599127774207,,,135122,,"{'lat': 38.17033041903484, 'lon': -82.14599127774207}",['Bakery'],862a9c287ffffff,892a9c28427ffff,8c2a9c284260bff
35.39721058035079,-80.03013487231367,,,135123,,"{'lat': 35.39721058035079, 'lon': -80.03013487231367}","['Mexican', 'Bar', 'Italian']",8644da0dfffffff,8944da0de8bffff,8c44da0de890bff
4.557162325106063,25.62987151969773,,,135124,,"{'lat': 4.557162325106063, 'lon': 25.62987151969773}","['Mexican', 'French']",866a1e76fffffff,896a1e76d47ffff,8c6a1e76d46a3ff
-12.735711382506082,17.357942084828636,,,135125,,"{'lat': -12.735711382506082, 'lon': 17.357942084828636}","['Fast_Food', 'Spanish']",86964dd6fffffff,89964dd6cabffff,8c964dd6cab13ff
35.91126430270212,-113.13381892433144,,,135126,,"{'lat': 35.91126430270212, 'lon': -113.13381892433145}","['Italian', 'Fast_Food', 'Cafeteria']",8629b34e7ffffff,8929b34e1b7ffff,8c29b34e1b5ebff
62.08942830959991,109.03404128645012,,,135127,,"{'lat': 62.08942830959991, 'lon': 109.03404128645013}",['French'],860ad020fffffff,890ad020c27ffff,8c0ad020c272dff
67.22073920555363,97.20666214853829,,,135128,,"{'lat': 67.22073920555363, 'lon': 97.20666214853827}","['Cafeteria', 'Spanish']",860a56c97ffffff,890a56c9543ffff,8c0a56c95419dff
10.290829289099976,44.9250348560656,,,135129,,"{'lat': 10.290829289099975, 'lon': 44.925034856065594}",['Bakery'],8652dc597ffffff,8952de96d93ffff,8c52de96d9261ff
55.27314818694804,155.49123511166738,,,135130,,"{'lat': 55.273148186948035, 'lon': 155.49123511166738}","['Fast_Food', 'Bar']",86178d907ffffff,89178d90547ffff,8c178d90545cbff
6.856418751818296,20.01247579235917,,,135131,,"{'lat': 6.856418751818296, 'lon': 20.01247579235917}","['Bar', 'Spanish']",866b8e027ffffff,896b8e02637ffff,8c6b8e02634d3ff
81.48024571819343,-57.75169479938416,,,135132,,"{'lat': 81.48024571819343, 'lon': -57.751694799384154}","['Bakery', 'Spanish', 'Mexican']",86034405fffffff,89034405973ffff,8c03440596249ff
1.1858155579740384,-75.66617635990833,,,135133,,"{'lat': 1.1858155579740384, 'lon': -75.66617635990833}","['Japanese', 'Bar']",8666c070fffffff,8966c070c4bffff,8c66c070c4865ff
43.52644179596673,-116.17440459164408,,,135134,,"{'lat': 43.52644179596673, 'lon': -116.17440459164408}",['French'],8628843b7ffffff,8928843b083ffff,8c28843b081a5ff
62.21203161641056,47.33104212026407,,,135135,,"{'lat': 62.212031616410556, 'lon': 47.33104212026407}","['Italian', 'Fast_Food']",86102a2c7ffffff,89102a2ced3ffff,8c102a2ced0a3ff
52.87915137304395,75.23920403021691,,,135136,,"{'lat': 52.87915137304395, 'lon': 75.23920403021691}","['Mexican', 'Italian']",86215d187ffffff,89215d185abffff,8c215d185a93bff
49.59242663333268,84.36678040584712,,,135137,,"{'lat': 49.59242663333268, 'lon': 84.36678040584712}",['Mexican'],862041037ffffff,8920410322fffff,8c20410322dc7ff
71.89522458776057,146.15101719710566,,,135138,,"{'lat': 71.89522458776057, 'lon': 146.15101719710566}",['Japanese'],86041ec4fffffff,89041ec490fffff,8c041ec490dd7ff
49.88711921394702,58.05514733116323,,,135139,,"{'lat': 49.88711921394702, 'lon': 58.05514733116323}",['Japanese'],8621313a7ffffff,8921313a1d3ffff,8c21313a1d13dff
34.38923005558867,-3.5920625785998936,,,135140,,"{'lat': 34.38923005558867, 'lon': -3.5920625785998936}","['Spanish', 'Fast_Food', 'French']",863830a17ffffff,893830a1003ffff,8c3830a1001a5ff
11.729628302253133,125.2527475800972,,,135141,,"{'lat': 11.729628302253133, 'lon': 125.2527475800972}",['Fast_Food'],86686e887ffffff,89686e88143ffff,8c686e88140abff
1.2997011283806827,103.95949840653446,,,135142,,"{'lat': 1.2997011283806827, 'lon': 103.95949840653446}","['Italian', 'French', 'Mexican']",866526ac7ffffff,896526ac52bffff,8c6526ac52959ff
26.171460435027527,-3.776112400630837,,,135143,,"{'lat': 26.171460435027527, 'lon': -3.7761124006308364}","['Bar', 'Spanish', 'Japanese']",863880527ffffff,89388052247ffff,8c38805224453ff
56.45523453990373,-129.5514309847074,,,135144,,"{'lat': 56.45523453990373, 'lon': -129.5514309847074}","['Cafeteria', 'Japanese']",8612a29a7ffffff,8912a29a55bffff,8c12a29a55a1dff
52.08057874026676,-87.56651855386329,,,135145,,"{'lat': 52.08057874026676, 'lon': -87.56651855386329}","['French', 'Spanish']",860ed1687ffffff,890ed168653ffff,8c0ed168652d7ff
81.66218720192225,-23.68221711084709,,,135146,,"{'lat': 81.66218720192225, 'lon': -23.68221711084709}","['Bar', 'Italian']",8600688f7ffffff,8900688f66fffff,8c00688f66d5bff
7.195374750922127,-61.64891257411131,,,135147,,"{'lat': 7.195374750922127, 'lon': -61.64891257411131}","['Bakery', 'Spanish', 'Cafeteria']",865f46acfffffff,895f46ac807ffff,8c5f46ac8074dff
64.10330514370874,-49.26240098117896,,,135148,,"{'lat': 64.10330514370874, 'lon': -49.262400981178956}",['Japanese'],8606ce897ffffff,8906ce89053ffff,8c06ce8905191ff
30.805526858356785,35.969785954100274,,,135149,,"{'lat': 30.805526858356785, 'lon': 35.969785954100274}","['Seafood', 'Italian', 'French']",863e6d92fffffff,893e6d928a7ffff,8c3e6d928a611ff
37.753753316025865,-101.04793684122482,,,135150,,"{'lat': 37.753753316025865, 'lon': -101.04793684122482}","['Bar', 'Bakery', 'Fast_Food']",8626f3997ffffff,8926f39934fffff,8c26f39934f01ff
22.082643111474724,-12.024602920963758,,,135151,,"{'lat': 22.082643111474724, 'lon': -12.024602920963758}",['Fast_Food'],86551d027ffffff,89551d024d7ffff,8c551d024d561ff
59.39875533225195,41.40713967407584,,,135152,,"{'lat': 59.39875533225195, 'lon': 41.407139674075836}","['Seafood', 'Italian']",861031c47ffffff,891031c409bffff,8c1031c409a21ff
-16.010181866351928,127.7024541824469,,,135153,,"{'lat': -16.010181866351928, 'lon': 127.7024541824469}",['Bakery'],8694e258fffffff,8994e258c03ffff,8c94e258c056dff
63.45979599147627,40.655000199906254,,,135154,,"{'lat': 63.45979599147627, 'lon': 40.655000199906254}","['Spanish', 'Mexican']",8611528c7ffffff,8911528c4a7ffff,8c11528c4a4c3ff
-27.19928394083892,149.18003319262834,,,135155,,"{'lat': -27.199283940838917, 'lon': 149.18003319262834}","['Bar', 'Japanese']",86bed5aafffffff,89bed5aa80bffff,8cbed5aa80a13ff
51.4859676946018,95.10624326442668,,,135156,,"{'lat': 51.4859676946018, 'lon': 95.10624326442667}",['Bar'],862500a17ffffff,892500a10afffff,8c2500a10ae0bff
-32.330712090715075,145.27842343091334,,,135157,,"{'lat': -32.330712090715075, 'lon': 145.27842343091334}",['Bakery'],86beed907ffffff,89beed90547ffff,8cbeed9054713ff
-24.32713089393662,150.18036494716534,,,135158,,"{'lat': -24.32713089393662, 'lon': 150.18036494716534}","['Seafood', 'Bakery', 'Italian']",86bed2617ffffff,89bed261697ffff,8cbed261695abff
38.57910695428693,-101.56163886000354,,,135159,,"{'lat': 38.57910695428693, 'lon': -101.56163886000354}",['Cafeteria'],8626f625fffffff,8926f625913ffff,8c26f62591255ff
17.573233658648675,48.55649208755148,,,135160,,"{'lat': 17.573233658648675, 'lon': 48.556492087551476}",['Spanish'],865254a57ffffff,895254a56b3ffff,8c5254a56b761ff
37.495024432328734,-85.24688402563804,,,135161,,"{'lat': 37.495024432328734, 'lon': -85.24688402563804}","['Japanese', 'French']",862669127ffffff,89266912653ffff,8c26691265067ff
42.74161095508403,-101.99704409712616,,,135162,,"{'lat': 42.74161095508403, 'lon': -101.99704409712616}",['Japanese'],862613dafffffff,892613da863ffff,8c2613da86209ff
10.15582264616991,14.976588144046104,,,135163,,"{'lat': 10.15582264616991, 'lon': 14.976588144046104}",['Mexican'],866bb4967ffffff,896bb494497ffff,8c6bb4944969bff
14.969276736707712,-0.8919180285539312,,,135164,,"{'lat': 14.969276736707712, 'lon': -0.8919180285539312}","['Italian', 'Japanese']",8659858b7ffffff,8959858b487ffff,8c59858b48469ff
-18.71142099936167,138.04628303954212,,,135165,,"{'lat': -18.71142099936167, 'lon': 138.04628303954212}","['Spanish', 'Fast_Food']",869c6074fffffff,899c607498fffff,8c9c607498eb7ff
48.93750683656425,-54.866736360152615,,,135166,,"{'lat': 48.93750683656425, 'lon': -54.866736360152615}","['French', 'Cafeteria', 'Italian']",861b9972fffffff,891b9972ad3ffff,8c1b9972ad003ff
-29.85753282992844,139.24092817228836,,,135167,,"{'lat': -29.857532829928438, 'lon': 139.24092817228836}",['Seafood'],86b9846f7ffffff,89b9846f053ffff,8cb9846f050ebff
-11.382071476018083,-38.060623568824525,,,135168,,"{'lat': -11.382071476018083, 'lon': -38.060623568824525}","['Spanish', 'Italian']",868112767ffffff,8981127659bffff,8c81127659a95ff
68.21101398628267,75.0483035443983,,,135169,,"{'lat': 68.21101398628267, 'lon': 75.0483035443983}","['Japanese', 'Fast_Food', 'Mexican']",860b46477ffffff,890b4647577ffff,8c0b464753925ff
-9.699244842521978,30.72555622372573,,,135170,,"{'lat': -9.699244842521978, 'lon': 30.725556223725732}","['Mexican', 'Italian']",8696ad9b7ffffff,8996ad9b423ffff,8c96ad9b42143ff
26.03143561868903,115.32125131481588,,,135171,,"{'lat': 26.03143561868903, 'lon': 115.32125131481587}","['Japanese', 'Spanish']",8641a87a7ffffff,8941a87a15bffff,8c41a87a159a9ff
70.07428199067388,-110.1522354964622,,,135172,,"{'lat': 70.07428199067388, 'lon': -110.15223549646221}",['Fast_Food'],8602dcc77ffffff,8902dcc70d7ffff,8c02dcc70d723ff
63.11849408133489,118.10434314079998,,,135173,,"{'lat': 63.11849408133489, 'lon': 118.10434314079998}","['Bakery', 'Cafeteria']",861575ba7ffffff,891575ba45bffff,8c1575ba458c5ff
57.2132426723569,70.59970822956168,,,135174,,"{'lat': 57.2132426723569, 'lon': 70.59970822956168}","['Bakery', 'Italian']",862161027ffffff,8921610247bffff,8c2161024785bff
-26.46703377847997,26.000440392836936,,,135175,,"{'lat': -26.467033778479966, 'lon': 26.000440392836936}","['Seafood', 'Fast_Food', 'Mexican']",86bccea37ffffff,89bccea2253ffff,8cbccea225131ff
9.166197920097389,27.518218865495783,,,135176,,"{'lat': 9.166197920097389, 'lon': 27.518218865495783}","['Japanese', 'Cafeteria', 'Fast_Food']",866a2e0e7ffffff,896a2e0e1b7ffff,8c6a2e0e1b601ff
68.49222324638276,-142.10497967238064,,,135177,,"{'lat': 68.49222324638276, 'lon': -142.10497967238064}",['Fast_Food'],860d710cfffffff,890d710cc4fffff,8c0d710cc4db9ff
59.49887847211505,163.3363819233707,,,135178,,"{'lat': 59.49887847211505, 'lon': 163.3363819233707}","['Japanese', 'Bakery', 'Mexican']",861625967ffffff,8916259602bffff,8c16259602b67ff
-10.078612989509054,21.940672922698923,,,135179,,"{'lat': -10.078612989509054, 'lon': 21.940672922698923}",['Spanish'],86965ed27ffffff,89965ed2007ffff,8c965ed200763ff
9.757289134110591,29.226823362728226,,,135180,,"{'lat': 9.757289134110593, 'lon': 29.226823362728226}","['Japanese', 'Italian']",866a2d70fffffff,896a2d70b47ffff,8c6a2d70b45d5ff
64.59137200035255,81.47217908881038,,,135181,,"{'lat': 64.59137200035255, 'lon': 81.47217908881038}","['Mexican', 'Japanese']",860a2464fffffff,890a2464c17ffff,8c0a2464c161dff
60.68437177913107,-75.64478145163515,,,135182,,"{'lat': 60.68437177913107, 'lon': -75.64478145163515}","['Spanish', 'Fast_Food']",860e05427ffffff,890e05422d3ffff,8c0e05435a49bff
-5.917425067749107,-41.54618658428146,,,135183,,"{'lat': -5.917425067749107, 'lon': -41.54618658428146}","['Spanish', 'French', 'Fast_Food']",86803126fffffff,89803126d13ffff,8c803126d12e7ff
31.426198814913903,35.75152715807732,,,135184,,"{'lat': 31.426198814913903, 'lon': 35.75152715807732}","['Mexican', 'Bar']",862db2317ffffff,892db23120fffff,8c2db23120d8dff
82.23695439438814,-77.21658647823584,,,135185,,"{'lat': 82.23695439438814, 'lon': -77.21658647823584}","['Seafood', 'Italian']",860350967ffffff,8903509608fffff,8c035096085a5ff
